Date,P_core1,P_core2,P_ppi,B_pi,S_as,S_ab,S_mu,S_mx,S_mf,S_md,S_mo,S_mb,I_s,I_m,I_c,H_p,L_ml,L_mr,L_er,L_ur,M_sf,M_sc,M_si,M_if,M_ic,M_ii,H_c,S_cs,S_cb,M_fi,B_bx,B_bi,M_ur,R_d,L_em,P_cpi,R_s,M_i,M_s,M_p,B_gi,B_gx,B_sx,B_si,B_px,S_es,N_gdp,N_pc,N_fi,N_ci,N_gx
2015-09-30,100.15,100.24,99.39,100.6,79.0,69.0,83.0,81.0,93.0,78.0,79.0,69.0,100.8,102.9,108.1543,92067.66996092853,0.5800778032036615,30.311796338672778,60.59319502074691,3.5,101.4,99.9,102.9,100.7,98.1,104.8,9259708.0,103.0,73.0,105.2,43432.312,34540.504,102.8,99.80281145,26258.2,100.11,100.9,103.0,101.8,102.8,32869.3,43656.1,7786.3,8989.5,101.88,96.5,1.5,0.6,2.5,2.4,-1.3
2015-10-31,100.36,100.34,98.71,97.49,81.0,73.0,85.0,80.0,94.0,79.0,80.0,72.0,101.3,101.4,102.4128,65576.03838198114,0.5537620137299771,29.164427917620145,60.5081950207469,3.5,103.5,100.3,101.1,99.0,97.9,103.9,8768147.0,105.5,81.0,103.2,43352.046,36762.975,100.6,106.35312958,26264.8,100.11,103.2,102.1,101.6,101.7,34462.7,44013.6,8208.3,9976.1,97.99,96.0,,,,,
2015-11-30,100.4,100.4,98.32,95.81,79.0,69.0,83.0,80.0,91.0,77.0,79.0,69.0,100.9,100.5,101.1885,63430.66996092853,0.5963935926773458,29.70969107551489,60.403195020746914,3.6,100.8,98.2,100.0,99.5,93.0,103.5,8663326.0,106.1,79.0,98.3,44285.052,34049.682,100.0,105.10765751,26246.0,99.92,101.7,101.3,99.8,100.7,33231.9,42618.8,7575.8,9119.6,96.93,95.5,,,,,
2015-12-31,100.61,100.62,98.09,94.78,77.0,69.0,83.0,78.0,91.0,77.0,78.0,68.0,102.1,99.9,108.3562,29902.354171454805,0.6611304347826088,28.939164759725422,60.698195020746915,3.5,99.0,96.9,101.5,93.9,96.5,103.0,9276996.0,102.9,75.0,100.5,42379.843,35462.311,99.5,109.62976631,26369.6,100.22,103.2,100.8,100.2,100.3,33261.7,44929.8,8171.5,8836.4,97.0,94.8,0.7,1.8,-2.0,0.1,1.7
2016-01-31,100.97,101.09,97.56,93.32,76.0,67.0,83.0,81.0,94.0,77.0,78.0,66.0,100.5,98.5,104.0261,64704.44890829694,0.5541304347826086,29.165217391304363,60.64748073503263,3.6,97.1,95.8,98.9,100.6,100.0,104.8,8906275.0,100.3,68.0,94.4,36260.42,31321.901,97.4,99.47866632,26336.9,100.39,103.0,104.0,98.6,98.5,28601.7,38839.7,8108.3,9024.3,97.38,94.2,,,,,
2016-02-29,101.22,101.33,97.56,94.79,75.0,63.0,81.0,77.0,93.0,75.0,76.0,64.0,101.5,101.3,107.2705,68538.93311882326,0.5741304347826087,30.22521739130436,60.56319502074691,3.9,99.9,97.7,101.8,102.9,97.1,108.1,9184045.0,98.2,65.0,95.2,35924.541,29163.323,101.0,102.27596003,26293.5,100.82,101.4,105.6,100.8,101.3,32450.0,42320.2,7992.0,8875.6,98.15,93.9,,,,,
2016-03-31,101.29,101.46,97.5,94.88,79.0,68.0,83.0,81.0,93.0,80.0,78.0,66.0,102.0,101.1,110.1239,69577.51206619167,0.607446224256293,30.007585812357,60.42319502074691,3.7,102.8,97.2,103.0,104.6,97.1,107.1,9428337.0,100.3,69.0,96.4,43002.468,33344.423,99.1,107.15910516,26259.5,100.56,103.7,105.5,101.9,101.2,30735.2,43198.7,8207.8,9154.0,96.96,93.8,0.3,-0.1,-3.7,5.0,-0.7
2016-04-30,101.49,101.64,97.74,93.14,82.0,70.0,87.0,85.0,92.0,81.0,82.0,66.0,102.4,100.1,108.1618,68405.40680303378,0.5606041189931351,30.147585812357,60.268195020746916,3.6,101.4,91.7,103.1,104.5,96.1,104.8,9260357.0,101.9,74.0,97.0,41081.553,32388.783,97.6,104.57759708,26269.6,100.75,103.3,103.8,100.7,100.1,31225.7,40484.1,7334.6,9391.9,94.11,94.1,,,,,
2016-05-31,101.67,101.88,97.86,96.37,78.0,71.0,86.0,81.0,93.0,79.0,81.0,69.0,102.5,103.1,111.6833,59029.24890829695,0.5821830663615563,30.069691075514893,60.31319502074691,3.6,101.6,98.5,105.4,105.1,98.0,103.6,9561853.0,99.5,70.0,100.0,39733.794,33025.444,101.1,107.18590244,26314.3,100.81,104.3,103.5,103.2,103.3,32406.2,42405.0,7664.9,9347.1,96.37,94.6,,,,,
2016-06-30,101.75,101.9,98.09,97.11,80.0,71.0,84.0,84.0,91.0,79.0,81.0,71.0,103.0,103.4,116.4617,75972.61732934957,0.6369199084668196,29.08021739130437,60.4231950207469,3.6,98.9,95.8,104.2,101.4,97.3,103.9,9970955.0,99.1,68.0,104.3,45209.071,33890.231,100.3,110.85757051,26388.6,100.79,105.3,102.4,102.2,103.7,32039.8,44608.8,8250.1,9430.3,96.52,95.1,1.1,0.8,4.9,1.7,2.4
2016-07-31,101.51,102.12,97.98,94.41,81.0,71.0,86.0,84.0,94.0,81.0,83.0,72.0,103.0,102.4,115.6337,63063.301539875894,0.5869199084668194,29.343375286041205,60.50319502074691,3.6,95.5,96.4,105.6,106.2,97.2,101.6,9900062.0,101.3,71.0,97.8,40881.7,33371.802,99.1,99.27057412,26426.3,100.6,102.5,102.0,101.9,102.4,32607.5,42782.1,8008.0,9513.3,94.47,95.7,,,,,
2016-08-31,101.64,102.31,98.07,92.73,80.0,72.0,84.0,84.0,95.0,79.0,81.0,73.0,103.5,101.4,118.8929,63499.19627671799,0.6495514874141878,29.278638443935943,60.973195020746914,3.8,93.1,96.9,102.7,102.8,89.2,103.1,10179108.0,102.2,74.0,107.3,40124.791,35103.611,97.4,99.81027071,26521.5,100.86,104.0,101.3,100.1,101.1,34860.8,42412.7,8098.0,9545.3,92.73,96.3,,,,,
2016-09-30,101.68,102.24,98.3,92.89,81.0,72.0,81.0,83.0,94.0,79.0,80.0,72.0,103.3,101.8,119.6329,52136.66996092852,0.7100778032036615,29.211796338672777,60.59319502074691,3.9,93.2,99.1,103.3,105.5,84.9,103.0,10242458.0,102.1,72.0,103.3,40846.252,33988.443,97.6,99.25004561,26465.9,101.46,101.7,101.1,100.3,101.4,34895.0,43539.0,7569.0,9987.5,93.46,96.6,0.4,0.5,2.9,2.5,-0.2
2016-10-31,102.12,102.2,98.59,96.93,80.0,71.0,83.0,82.0,93.0,76.0,81.0,72.0,102.8,100.5,120.7302,53814.03838198115,0.6737620137299771,31.864427917620144,60.5081950207469,3.8,89.2,98.3,103.2,101.1,86.3,102.3,10336406.0,102.4,72.0,103.3,41983.329,35050.112,95.7,106.06359727,26490.8,101.6,104.7,100.2,99.5,100.8,34052.3,40845.8,7318.9,9572.2,96.61,96.9,,,,,
2016-11-30,101.98,102.1,99.03,99.28,84.0,73.0,87.0,87.0,95.0,82.0,84.0,71.0,102.7,104.8,127.2675,65440.66996092853,0.6763935926773458,29.409691075514893,60.60319502074692,3.7,94.8,101.7,107.2,105.0,94.4,100.1,10896102.0,95.9,60.0,108.3,45309.141,37240.858,100.2,105.40986935,26529.0,101.45,104.3,100.1,103.6,105.3,36026.2,44861.4,7633.4,9400.4,100.28,97.1,,,,,
2016-12-31,101.86,102.23,99.9,103.46,86.0,73.0,87.0,86.0,95.0,83.0,85.0,73.0,103.4,104.1,124.4592,20962.354171454805,0.8411304347826088,31.83916475972542,60.79819502074692,3.5,95.4,103.1,107.8,100.9,92.9,97.5,10655665.0,94.2,55.0,108.6,45068.88,38303.957,98.3,110.19623752,26615.9,101.56,105.5,98.2,104.3,104.7,35564.0,45628.6,8624.4,8905.3,103.38,97.3,0.8,0.2,5.1,1.6,0.9
2017-01-31,102.58,102.86,101.35,105.75,85.0,74.0,88.0,88.0,94.0,85.0,85.0,77.0,103.1,106.1,121.193,57066.44890829694,0.6541304347826087,29.96521739130436,60.74748073503263,3.6,94.9,99.0,108.9,100.2,92.7,98.8,10376027.0,93.4,51.0,110.7,40257.0,37645.403,102.4,104.949953,26568.6,102.64,104.0,98.6,104.7,106.6,37568.8,47404.1,6898.4,10110.6,104.63,97.6,,,,,
2017-02-28,102.79,103.13,101.74,103.51,86.0,74.0,89.0,89.0,96.0,87.0,86.0,78.0,103.4,104.7,127.7133,64397.93311882326,0.7441304347826088,32.52521739130435,60.96319502074691,3.9,94.9,97.7,106.3,101.3,92.4,99.2,10934273.0,94.5,55.0,107.6,43166.536,36203.282,99.0,108.16570932,26652.4,102.92,105.8,98.8,102.4,104.8,37906.8,48166.2,7602.3,10018.3,103.15,97.9,,,,,
2017-03-31,102.77,103.15,101.7,101.29,88.0,78.0,93.0,90.0,98.0,87.0,90.0,78.0,104.1,106.4,131.7686,59447.51206619167,0.747446224256293,31.307585812356997,61.023195020746904,3.6,98.3,101.7,107.4,104.3,95.8,98.5,11281463.0,97.0,59.0,115.8,48637.832,42579.492,100.3,108.43360321,26707.4,102.85,104.5,99.2,104.3,106.5,39874.4,47969.8,7308.1,10254.9,101.79,98.4,0.8,0.6,5.0,4.3,4.2
2017-04-30,102.89,103.25,101.48,101.72,91.0,80.0,93.0,93.0,98.0,91.0,91.0,80.0,104.2,104.5,128.9047,52298.40680303379,0.6306041189931352,27.547585812357,60.768195020746916,3.8,98.9,100.7,105.0,105.0,93.4,101.3,11036269.0,101.5,69.0,112.0,50843.799,37959.391,97.9,111.34844929,26700.6,102.72,105.3,100.9,102.6,104.6,38094.2,48280.3,7151.9,10231.4,102.48,98.8,,,,,
2017-05-31,103.13,103.45,101.21,100.28,87.0,80.0,88.0,90.0,98.0,85.0,88.0,80.0,104.4,105.2,129.7412,59827.24890829695,0.6221830663615563,23.569691075514893,60.71319502074691,3.4,94.7,101.4,106.3,105.1,100.1,103.2,11107891.0,108.5,82.0,120.3,44926.979,39287.764,98.8,110.99351661,26709.4,102.83,104.9,103.5,102.8,105.1,39244.1,47273.8,7087.1,10354.3,101.26,99.3,,,,,
2017-06-30,103.12,103.39,100.81,99.07,87.0,77.0,91.0,89.0,97.0,85.0,87.0,78.0,104.6,104.2,128.1845,55668.61732934956,0.7069199084668195,25.680217391304367,60.623195020746905,3.7,92.2,104.3,105.4,106.9,100.7,100.2,10974614.0,111.7,93.0,121.8,51272.452,40551.012,97.5,112.03156729,26699.5,102.61,106.0,101.1,102.7,104.1,38825.2,47581.1,7622.9,10250.1,101.01,99.8,0.7,1.2,4.9,0.7,-2.3
2017-07-31,103.35,103.66,100.89,99.57,87.0,78.0,90.0,89.0,95.0,85.0,89.0,79.0,104.4,104.8,130.5736,51856.301539875894,0.6469199084668193,26.443375286041206,60.80319502074691,3.5,96.1,98.4,105.8,106.9,104.2,99.7,11179155.0,111.8,96.0,119.4,48830.44,38607.157,98.2,110.09671936,26744.1,102.78,105.0,101.5,102.4,104.1,37658.9,47078.9,7213.7,10743.4,102.15,100.3,,,,,
2017-08-31,103.42,103.81,101.35,101.13,86.0,77.0,88.0,87.0,94.0,86.0,87.0,80.0,105.2,105.1,128.7894,57169.19627671799,0.6295514874141879,25.378638443935944,60.973195020746914,3.8,94.2,94.0,107.3,108.1,107.0,100.8,11026398.0,110.4,93.0,121.2,47105.569,40549.772,99.2,106.04679269,26723.4,103.37,104.5,102.6,102.9,104.9,38424.7,48230.7,7821.1,10113.3,102.73,100.6,,,,,
2017-09-30,103.29,103.64,102.03,102.92,88.0,81.0,92.0,89.0,94.0,88.0,88.0,83.0,106.4,105.2,132.0532,62600.66996092852,0.6400778032036616,27.811796338672778,60.89319502074691,3.7,96.8,96.0,106.7,104.1,107.8,99.9,11305835.0,108.2,87.0,119.9,55115.24,41695.884,98.4,112.22486942,26779.0,103.49,107.4,101.4,102.8,105.1,39388.3,49606.8,7826.9,10559.3,103.91,100.9,1.5,1.0,1.6,-0.4,4.4
2017-10-31,103.49,103.83,102.14,103.5,86.0,78.0,89.0,91.0,96.0,83.0,87.0,81.0,104.6,106.0,133.1523,48685.03838198115,0.6137620137299772,23.264427917620143,60.7081950207469,3.7,95.2,93.9,107.6,105.4,108.9,103.3,11399933.0,109.7,91.0,116.1,44791.239,37856.562,99.4,109.14400239,26768.1,103.39,106.6,104.6,103.1,105.9,39987.4,48891.0,7575.7,11603.7,104.45,101.1,,,,,
2017-11-30,103.1,103.47,102.04,103.25,89.0,80.0,89.0,90.0,96.0,84.0,87.0,82.0,105.7,105.4,130.0789,50899.66996092853,0.5863935926773458,23.80969107551489,60.80319502074691,3.7,95.9,96.5,108.3,105.0,106.2,104.0,11136800.0,112.9,98.0,117.4,49707.197,42013.512,98.2,117.1515423,26771.5,102.62,109.8,104.2,103.5,105.3,39129.1,50083.1,7474.7,10866.7,102.82,101.1,,,,,
2017-12-31,103.28,103.64,102.09,102.53,90.0,81.0,90.0,91.0,96.0,85.0,88.0,80.0,105.5,103.5,130.0354,32620.354171454805,0.6511304347826088,27.03916475972542,60.99819502074691,3.7,92.9,93.6,105.0,105.2,111.5,105.6,11133078.0,111.4,95.0,118.6,49040.139,43529.066,95.4,111.48126246,26870.5,102.99,107.5,107.0,100.3,103.0,40615.3,49744.4,8118.6,11328.7,101.27,100.9,-0.1,0.5,-1.3,-1.4,-5.2
2018-01-31,103.48,103.88,102.52,103.37,87.0,78.0,88.0,90.0,96.0,83.0,87.0,78.0,105.7,104.6,133.7595,54864.44890829694,0.6641304347826087,28.565217391304362,61.14748073503263,3.6,90.7,98.7,106.7,105.0,113.5,105.2,11451918.0,110.7,90.0,123.7,49221.291,45805.322,97.5,115.26113261,26905.6,103.42,109.1,106.5,102.4,104.3,41494.9,51501.7,8341.3,11308.2,101.04,100.5,,,,,
2018-02-28,103.89,104.32,102.95,103.84,86.0,77.0,86.0,88.0,96.0,81.0,85.0,77.0,107.0,106.6,131.1723,58211.93311882326,0.5541304347826088,26.925217391304358,60.863195020746915,3.7,95.1,96.8,106.9,107.4,114.2,105.9,11230412.0,109.0,89.0,129.9,44523.53,41722.154,100.3,116.88273596,26747.4,104.21,110.4,107.1,102.4,106.3,45507.2,51943.8,7989.2,11173.5,102.27,100.1,,,,,
2018-03-31,104.09,104.53,102.91,104.39,82.0,77.0,83.0,81.0,94.0,76.0,80.0,73.0,106.7,104.6,124.0473,46306.51206619167,0.587446224256293,25.207585812356996,60.92319502074691,4.0,95.0,95.1,105.1,104.8,114.0,108.2,10620404.0,108.9,87.0,118.3,51309.932,44897.838,97.4,120.77790016,26801.0,104.1,112.2,108.1,100.8,104.5,42143.5,51457.7,8467.2,10969.4,100.82,99.7,1.1,1.3,4.7,1.3,3.4
2018-04-30,104.35,104.73,,105.53,84.0,79.0,87.0,86.0,94.0,81.0,85.0,75.0,,,,,0.5606041189931351,25.847585812357,60.668195020746914,3.8,,,,,,,,107.9,86.0,,49850.235,43693.963,,,26834.3,104.29,,,,,,,,,101.0,99.3,,,,,
